DapipId,AgencyId,AgencyName,ProgramId,ProgramName,SequentialId,ActionDescription,ActionDate,JustificationDescription,JustificationOther,EndDate
"219684002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Program","4/28/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"219693002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"219693003","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"219693004","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"219693005","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"219709003","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"210933002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/14/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"211033002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","5/3/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"200332002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Probation","4/18/2018 12:00:00 AM","Significantly out of compliance - student achievement","",""
"200332002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/31/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"200785002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","12/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Failed to submit report in time for consideration at the commission meeting.",""
"200785002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/28/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"200785003","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","12/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Failed to submit report in time for consideration at the commission meeting.",""
"200785003","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/28/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"200785006","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","12/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Failed to submit report in time for consideration at the commission meeting.",""
"200785006","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/28/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"200785007","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Additional Location Closed","12/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Location currently closed.",""
"201140002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"184524002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/27/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"184825005","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","3/3/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary Resignation",""
"170976003","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"188492001","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"188492002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"188492004","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"188492005","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"188492009","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"188492011","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"188492012","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"188492013","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"198817006","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"198817007","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","3/3/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"198817008","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Additional Location Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199458004","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/12/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"199555002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"199555003","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"199555004","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199555005","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"199555006","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"199555007","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199555008","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"199555009","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"199555011","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"199555012","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"199555013","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"199555014","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"199661004","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Additional Location Closed","6/22/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661015","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661027","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661030","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Additional Location Closed","6/22/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661031","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661037","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Additional Location Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661038","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","1/5/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661051","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661054","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661060","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","3/3/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661066","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Additional Location Closed","6/22/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661069","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661071","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661073","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Additional Location Closed","6/22/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661074","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Final Branch Approval","5/3/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"199661075","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Final Branch Approval","5/3/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"199661075","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Additional Location Closed","6/22/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661078","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","1/5/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661087","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Additional Location Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"199661088","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Final Branch Approval","5/3/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"200068012","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Additional Location Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"200138002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"200138003","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"200138004","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Ownership","4/18/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"200183020","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"200183022","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","12/22/2016 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, Orderly Closure",""
"200235004","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/19/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"203872002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","6/30/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary closure",""
"203872003","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"203872003","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","6/30/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary closure",""
"204112002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Removal of Show Cause Status","8/15/2017 12:00:00 AM","Has satisfactorily addressed all compliance concerns from previous actions","",""
"204200003","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/20/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204200004","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/20/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204282002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204282003","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204282004","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204282005","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204282006","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204282007","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204282008","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204282009","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440003","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440004","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440005","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440008","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440009","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440010","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440011","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440012","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440013","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440014","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440015","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440016","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440017","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440018","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440019","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440020","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204440021","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/26/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204495002","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/20/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204495003","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/20/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204495004","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/20/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204574044","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","12/20/2018 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"204574047","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","12/20/2018 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"204574048","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","12/20/2018 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"204574050","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","12/20/2018 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"204574051","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","12/20/2018 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"204574052","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","12/20/2018 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"204574053","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","12/20/2018 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"204574054","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","12/20/2018 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"204574055","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","12/20/2018 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"204592061","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204592066","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204592072","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204592095","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Additional Location Closed","12/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Location currently inactive.",""
"204592097","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Additional Location Closed","12/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Location currently inactive.",""
"204592098","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204592139","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204592165","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204592166","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204592167","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Final Branch Approval","5/3/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"204592171","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"112978","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/22/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"102401","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/27/2017 12:00:00 AM","Has satisfactorily addressed all compliance concerns from previous actions","",""
"103486","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","12/21/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary Withdrawal",""
"105507","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Final Branch Approval","8/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"120139","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","12/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary withdrawal.",""
"129437","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","6/11/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary withdraw",""
"137306","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","4/18/2018 12:00:00 AM","Significantly out of compliance - fiscal and administrative capacity","",""
"137306","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","6/1/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Closure (while on show cause)",""
"137306","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","6/1/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","Closure (while on show cause)",""
"137670","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, orderly closure",""
"219675","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"219684","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"219684","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Removal of Show Cause Status","8/16/2018 12:00:00 AM","Has satisfactorily addressed all compliance concerns from previous actions","",""
"219684","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Probation","8/16/2018 12:00:00 AM","Significantly out of compliance - student achievement","",""
"219684","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Probation","12/18/2018 12:00:00 AM","Significantly out of compliance - student achievement","",""
"219693","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"218821","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Probation","8/29/2018 12:00:00 AM","Significantly out of compliance - student achievement","",""
"218821","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Program","8/29/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"218821","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Probation","12/18/2018 12:00:00 AM","Significantly out of compliance - student achievement","",""
"218830","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","8/29/2018 12:00:00 AM","Significantly out of compliance - fiscal and administrative capacity","",""
"219073","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"228440","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/21/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
