county,zip,res_ratio,bus_ratio,oth_ratio,tot_ratio
20091,66202,0.035081452,0.045382565,0.067286410,0.036970305
20091,66201,0.004532587,0.015526631,0.000221337,0.005364691
20091,66209,0.033037947,0.017303310,0.037073927,0.031781728
20091,66206,0.018134188,0.014715538,0.004648074,0.017421697
20091,66224,0.019067593,0.010698698,0.010734838,0.018078736
20091,66285,0.003322616,0.019157236,0.000221337,0.004616208
20091,66286,0.001724688,0.011123556,0.000221337,0.002502845
20091,66250,0.000000000,0.000038623,0.000221337,0.000010160
20091,66213,0.050300188,0.033641034,0.065183710,0.049294868
20091,66218,0.012487660,0.005059673,0.000664011,0.011474477
20091,66061,0.095752813,0.066432351,0.064298362,0.092219167
20091,66210,0.035004629,0.056930980,0.054338203,0.037518966
20091,66051,0.001935952,0.012050519,0.000110668,0.002767015
20091,66282,0.002950022,0.010544205,0.000221337,0.003532432
20091,66223,0.039502645,0.029546947,0.072930500,0.039652650
20091,66276,0.000000000,0.000000000,0.000110668,0.000003387
20091,66204,0.037881669,0.039280059,0.059871625,0.038677252
20091,66205,0.024537426,0.018539261,0.007857459,0.023501002
20091,66013,0.002385370,0.002471901,0.000332005,0.002330118
20091,66220,0.011623396,0.002394655,0.002324037,0.010529560
20091,66062,0.111931842,0.089027075,0.099158920,0.109532486
20091,66211,0.010079243,0.049244911,0.034085879,0.014248266
20091,66217,0.010198320,0.006025260,0.009074812,0.009798011
20091,66214,0.021921586,0.046850257,0.034085879,0.024479788
20091,66221,0.031532206,0.008806149,0.020141656,0.029190826
20091,66207,0.026458014,0.032868564,0.019366977,0.026803132
20091,66225,0.002969228,0.020740798,0.000221337,0.004443481
20091,66025,0.000291929,0.000077247,0.000000000,0.000264170
20091,66083,0.010540184,0.004750686,0.004094732,0.009835266
20091,66085,0.016213600,0.015758372,0.008300133,0.015931505
20091,66031,0.000000000,0.002858136,0.000774679,0.000274331
20091,66212,0.058574079,0.051137461,0.091301461,0.058923540
20091,66215,0.046163242,0.070024333,0.058543603,0.048634442
20091,66216,0.037389998,0.019466224,0.035192563,0.035751057
20091,66226,0.019470917,0.009231007,0.008742807,0.018244689
20091,66227,0.012983172,0.008844772,0.005976096,0.012405847
20091,66063,0.003614546,0.019079989,0.000110668,0.004863444
20093,67880,0.002834869,0.000000000,0.000000000,0.002612671
20093,67838,0.210489015,0.168831169,0.209302326,0.208360549
20093,67860,0.786676116,0.831168831,0.790697674,0.789026780
20095,67570,0.009062662,0.000000000,0.000000000,0.008150908
20095,67025,0.067581564,0.014326648,0.289156627,0.067536097
20095,67111,0.047902641,0.008595989,0.012048193,0.044014905
20095,67035,0.098912481,0.068767908,0.012048193,0.094783419
20095,67068,0.555411704,0.747851003,0.578313253,0.571495109
20095,67112,0.038063180,0.037249284,0.024096386,0.037727061
20095,67004,0.000258933,0.000000000,0.000000000,0.000232883
20095,67142,0.058001036,0.042979943,0.024096386,0.056124825
20095,67159,0.033402382,0.014326648,0.012048193,0.031439218
20095,67058,0.004142931,0.000000000,0.000000000,0.003726129
20095,67118,0.087260487,0.065902579,0.048192771,0.084769446
20097,67109,0.185185185,0.081081081,0.031250000,0.169047619
20097,67054,0.501851852,0.844594595,0.656250000,0.546031746
20097,67059,0.307407407,0.074324324,0.312500000,0.280158730
20097,67834,0.001851852,0.000000000,0.000000000,0.001587302
20097,67028,0.003703704,0.000000000,0.000000000,0.003174603
20099,67357,0.589694838,0.648026316,0.615658363,0.594859973
20099,67342,0.042589600,0.023026316,0.014234875,0.040385929
20099,66753,0.003327312,0.004385965,0.000000000,0.003329918
20099,67337,0.014830307,0.003289474,0.007117438,0.013746585
20099,67330,0.065880787,0.052631579,0.028469751,0.063951503
20099,67335,0.020249073,0.006578947,0.042704626,0.019723361
20099,67351,0.001140793,0.000000000,0.000000000,0.001024590
20099,67332,0.011122730,0.010964912,0.000000000,0.010843579
20099,67336,0.065310391,0.040570175,0.039145907,0.062756148
20099,67354,0.036410305,0.016447368,0.010676157,0.034238388
20099,66776,0.002566784,0.000000000,0.000000000,0.002305328
20099,67341,0.016731628,0.006578947,0.017793594,0.015966530
20099,67356,0.130145451,0.187500000,0.224199288,0.136868169
20101,67846,0.003361345,0.000000000,0.000000000,0.003169572
20101,67839,0.695798319,0.500000000,0.416666667,0.683042789
20101,67850,0.300840336,0.500000000,0.583333333,0.313787639
20103,66043,0.109330673,0.120699072,0.121883657,0.110193474
20103,66054,0.008728996,0.001092299,0.001385042,0.008172105
20103,66027,0.066059794,0.097214637,0.098337950,0.068380017
20103,66012,0.029803286,0.009284544,0.004155125,0.028183656
20103,66086,0.131215513,0.093937739,0.066481994,0.127894889
20103,66048,0.477257848,0.574549427,0.660664820,0.486225816
20103,66109,0.001901674,0.000000000,0.001385042,0.001790355
20103,66097,0.000561150,0.000000000,0.000000000,0.000519781
20103,66020,0.021105465,0.013653741,0.005540166,0.020386948
20103,66007,0.117560869,0.081376297,0.036011080,0.113947444
20103,66052,0.026841662,0.006553796,0.004155125,0.025295986
20103,66002,0.000779375,0.000000000,0.000000000,0.000721917
20103,66044,0.008853696,0.001638449,0.000000000,0.008287612
20105,67455,0.625963248,0.760975610,0.764705882,0.641697224
20105,67418,0.052756372,0.014634146,0.058823529,0.048716606
20105,67648,0.005334914,0.000000000,0.000000000,0.004714510
20105,67423,0.071724956,0.019512195,0.058823529,0.066003143
20105,67452,0.007113219,0.000000000,0.000000000,0.006286014
20105,67490,0.000592768,0.000000000,0.000000000,0.000523834
20105,67467,0.001778305,0.000000000,0.000000000,0.001571503
20105,67484,0.000592768,0.000000000,0.000000000,0.000523834
20105,67481,0.234143450,0.204878049,0.117647059,0.229963332
20107,66040,0.393958564,0.339285714,0.553571429,0.393457519
20107,66010,0.039063736,0.022321429,0.035714286,0.038467363
20107,66042,0.001739681,0.000000000,0.000000000,0.001665909
20107,66064,0.000316306,0.000000000,0.000000000,0.000302893
20107,66033,0.000474458,0.000000000,0.000000000,0.000454339
20107,66738,0.002055986,0.000000000,0.000000000,0.001968802
20107,66075,0.189941483,0.352678571,0.125000000,0.194911404
20107,66754,0.001897833,0.000000000,0.000000000,0.001817356
20107,66056,0.189150720,0.165178571,0.160714286,0.188096320
20107,66072,0.081290527,0.049107143,0.035714286,0.079812207
20107,66767,0.037956666,0.040178571,0.053571429,0.038164471
20107,66014,0.047920291,0.026785714,0.035714286,0.047099803
20107,66026,0.014233750,0.004464286,0.000000000,0.013781614
20109,67861,0.002735978,0.000000000,0.000000000,0.002359882
20109,67747,0.054719562,0.015463918,0.076923077,0.050737463
20109,67764,0.069767442,0.030927835,0.000000000,0.063716814
20109,67761,0.038987688,0.000000000,0.000000000,0.033628319
20109,67748,0.820793434,0.953608247,0.923076923,0.838348083
20109,67732,0.002051984,0.000000000,0.000000000,0.001769912
20109,67871,0.010943912,0.000000000,0.000000000,0.009439528
20111,66868,0.020877944,0.007534247,0.004789272,0.018999793
20111,66801,0.841958125,0.967808219,0.942528736,0.856906192
20111,66865,0.030930288,0.003424658,0.019157088,0.028214951
20111,66833,0.017428028,0.000684932,0.005747126,0.015531166
20111,66523,0.000892220,0.000000000,0.000000000,0.000776558
20111,66846,0.003866286,0.000000000,0.000000000,0.003365086
20111,66854,0.023970973,0.009589041,0.006704981,0.021950714
20111,66830,0.008862717,0.005479452,0.004789272,0.008386830
20111,66835,0.034975018,0.001369863,0.010536398,0.031114102
20111,66860,0.003628361,0.000000000,0.003831418,0.003365086
20111,66864,0.012610040,0.004109589,0.001915709,0.011389522
20113,67428,0.034514216,0.014638609,0.014184397,0.032447171
20113,67416,0.000304090,0.000000000,0.000000000,0.000272665
20113,67546,0.076630683,0.026532479,0.035460993,0.071710975
20113,67491,0.011555420,0.008234218,0.004728132,0.011111111
20113,67062,0.000836248,0.000000000,0.000000000,0.000749830
20113,67107,0.088946328,0.043915828,0.047281324,0.084389911
20113,67460,0.546449749,0.713632205,0.749408983,0.564758010
20113,67456,0.136460392,0.142726441,0.099290780,0.135855487
20113,67464,0.038391364,0.021043001,0.030732861,0.036877982
20113,67448,0.006081800,0.000914913,0.000000000,0.005521472
20113,67476,0.001672495,0.002744739,0.002364066,0.001772324
20113,67443,0.058157215,0.025617566,0.016548463,0.054533061
20115,67063,0.282216708,0.348214286,0.504273504,0.291579887
20115,66851,0.059718776,0.082142857,0.008547009,0.060696221
20115,66840,0.031927213,0.005357143,0.017094017,0.029455519
20115,67475,0.015219189,0.007142857,0.008547009,0.014430229
20115,66861,0.278081059,0.303571429,0.273504274,0.280124963
20115,66859,0.014557486,0.010714286,0.008547009,0.014132699
20115,67451,0.000992556,0.000000000,0.000000000,0.000892591
20115,66838,0.000330852,0.000000000,0.000000000,0.000297530
20115,66866,0.135649297,0.130357143,0.085470085,0.134335019
20115,67428,0.004631927,0.000000000,0.000000000,0.004165427
20115,66843,0.000165426,0.000000000,0.000000000,0.000148765
20115,67053,0.040363937,0.055357143,0.051282051,0.041803035
20115,66858,0.037551696,0.010714286,0.017094017,0.034959833
20115,66869,0.000330852,0.000000000,0.000000000,0.000297530
20115,67483,0.025144748,0.014285714,0.008547009,0.023951205
20115,67438,0.018858561,0.007142857,0.008547009,0.017703065
20115,67151,0.002315964,0.000000000,0.000000000,0.002082713
20115,67114,0.028949545,0.005357143,0.000000000,0.026480214
20115,67073,0.022994210,0.019642857,0.008547009,0.022463553
20117,66406,0.043993879,0.010558069,0.025380711,0.039750329
20117,66521,0.001530222,0.000000000,0.000000000,0.001314060
20117,66411,0.111514920,0.125188537,0.106598985,0.112844941
20117,66508,0.429992349,0.559577677,0.700507614,0.452858081
20117,66412,0.026778883,0.010558069,0.000000000,0.024145861
20117,66438,0.029265493,0.028657617,0.000000000,0.028252300
20117,66404,0.000191278,0.000000000,0.000000000,0.000164258
20117,66544,0.034812548,0.018099548,0.000000000,0.031865966
20117,66403,0.060443764,0.039215686,0.025380711,0.056997372
20117,66427,0.123947972,0.167420814,0.091370558,0.127628121
20117,66518,0.019127774,0.003016591,0.005076142,0.016918528
20117,66945,0.000765111,0.000000000,0.000000000,0.000657030
20117,66548,0.086648814,0.033182504,0.040609137,0.079336399
20117,66541,0.030986993,0.004524887,0.005076142,0.027266754
20119,67869,0.290953545,0.540816327,0.705882353,0.305555556
20119,67844,0.176528117,0.061224490,0.058823529,0.170370370
20119,67864,0.528606357,0.397959184,0.235294118,0.520370370
20119,67841,0.002444988,0.000000000,0.000000000,0.002314815
20119,67867,0.001466993,0.000000000,0.000000000,0.001388889
20121,66092,0.011703069,0.000905797,0.000000000,0.010820615
20121,66013,0.024562836,0.009963768,0.010695187,0.023392544
20121,66079,0.000612370,0.000000000,0.000000000,0.000562922
20121,66083,0.122678098,0.059782609,0.101604278,0.118088566
20121,66071,0.394638362,0.538949275,0.540106952,0.406304729
20121,66042,0.007756685,0.000905797,0.000000000,0.007192895
20121,66026,0.014356671,0.003623188,0.005347594,0.013510133
20121,66040,0.009593795,0.001811594,0.000000000,0.008944208
20121,66036,0.000000000,0.000000000,0.005347594,0.000062547
20121,66053,0.233789209,0.241847826,0.176470588,0.233675256
20121,66072,0.001020616,0.000000000,0.000000000,0.000938204
20121,66021,0.005103082,0.000905797,0.000000000,0.004753565
20121,66064,0.173776961,0.141304348,0.160427807,0.171378534
20121,66030,0.000408247,0.000000000,0.000000000,0.000375281
20123,67446,0.096396396,0.051515152,0.078947368,0.092077088
20123,67418,0.002402402,0.000000000,0.000000000,0.002141328
20123,67420,0.721921922,0.887878788,0.842105263,0.739025696
20123,67430,0.103903904,0.033333333,0.013157895,0.095824411
20123,67452,0.025225225,0.006060606,0.013157895,0.023286938
20123,67478,0.009909910,0.000000000,0.013157895,0.009100642
20123,67485,0.040240240,0.021212121,0.039473684,0.038543897
20125,67333,0.082141631,0.073565473,0.053308824,0.080488413
20125,67301,0.420890058,0.488474743,0.338235294,0.425517070
20125,66757,0.005205354,0.000490436,0.001838235,0.004634936
20125,67363,0.000228807,0.000000000,0.001838235,0.000249190
20125,67364,0.004004119,0.000000000,0.001838235,0.003538500
20125,66736,0.000228807,0.000000000,0.000000000,0.000199352
20125,67335,0.087747397,0.068661108,0.121323529,0.086718166
20125,67337,0.349959959,0.361942128,0.452205882,0.353949664
20125,67340,0.008980666,0.000000000,0.001838235,0.007874408
20125,67344,0.022423064,0.003433055,0.016544118,0.020333915
20125,67351,0.008694657,0.001961746,0.001838235,0.007824570
20125,67347,0.009495481,0.001471309,0.009191176,0.008671817
20127,66846,0.622653516,0.891791045,0.847457627,0.647262248
20127,66873,0.055997455,0.022388060,0.016949153,0.052737752
20127,66859,0.002227171,0.000000000,0.000000000,0.002017291
20127,66834,0.017499205,0.003731343,0.000000000,0.016138329
20127,66872,0.137766465,0.011194030,0.084745763,0.127089337
20127,67449,0.055679287,0.052238806,0.000000000,0.054466859
20127,66849,0.073178492,0.011194030,0.016949153,0.067435159
20127,66838,0.034998409,0.007462687,0.033898305,0.032853026
20129,67954,0.463768116,0.025641026,0.428571429,0.409733124
20129,67950,0.500000000,0.974358974,0.428571429,0.557299843
20129,67953,0.036231884,0.000000000,0.142857143,0.032967033
20131,66415,0.080868270,0.039130435,0.032051282,0.075823142
20131,66534,0.333262396,0.326086957,0.403846154,0.334713076
20131,66417,0.034262609,0.023913043,0.012820513,0.032737535
20131,66428,0.039795701,0.008695652,0.006410256,0.036124177
20131,66403,0.004469036,0.000000000,0.000000000,0.003951082
20131,66538,0.342413279,0.526086957,0.506410256,0.363123236
20131,66522,0.010002128,0.002173913,0.000000000,0.009031044
20131,66404,0.045328793,0.021739130,0.012820513,0.042333020
20131,66416,0.000425622,0.000000000,0.000000000,0.000376294
20131,66521,0.004469036,0.002173913,0.000000000,0.004139229
20131,66540,0.000425622,0.000000000,0.000000000,0.000376294
20131,66550,0.051287508,0.034782609,0.006410256,0.048541863
20131,66544,0.002766546,0.000000000,0.000000000,0.002445908
20131,66432,0.002340924,0.000000000,0.000000000,0.002069614
20131,66408,0.047882528,0.015217391,0.019230769,0.044214487
20133,66772,0.001451187,0.000000000,0.000000000,0.001301467
20133,66748,0.003825858,0.000000000,0.000000000,0.003431141
20133,66733,0.131926121,0.179775281,0.098591549,0.136180786
20133,66753,0.000395778,0.000000000,0.000000000,0.000354946
20133,66775,0.009762533,0.003745318,0.014084507,0.009228585
20133,66740,0.018601583,0.004993758,0.014084507,0.017274018
20133,67357,0.020712401,0.007490637,0.014084507,0.019403691
20133,66771,0.050131926,0.022471910,0.042253521,0.047444392
20133,66780,0.008839050,0.003745318,0.000000000,0.008282063
20133,66720,0.694722955,0.761548065,0.802816901,0.701964032
20133,66776,0.059498681,0.016229713,0.014084507,0.055016564
20133,67341,0.000131926,0.000000000,0.000000000,0.000118315
20135,67560,0.590654206,0.887005650,0.795454545,0.624315444
20135,67584,0.084112150,0.011299435,0.022727273,0.075575027
20135,67572,0.119003115,0.056497175,0.045454545,0.111171961
20135,67521,0.045482866,0.005649718,0.022727273,0.041073384
20135,67516,0.115887850,0.016949153,0.068181818,0.105147864
20135,67518,0.029906542,0.005649718,0.022727273,0.027382256
20135,67515,0.014953271,0.016949153,0.022727273,0.015334064
20137,67654,0.747602608,0.966153846,0.940740741,0.779263124
20137,67622,0.120061373,0.015384615,0.029629630,0.104988588
20137,67653,0.011891063,0.000000000,0.000000000,0.010107597
20137,67645,0.087456847,0.003076923,0.022222222,0.075643952
20137,67629,0.032988109,0.015384615,0.007407407,0.029996739
20139,66451,0.111787565,0.060273973,0.087591241,0.108745065
20139,66546,0.002202073,0.000000000,0.000000000,0.002033736
20139,66523,0.239637306,0.501369863,0.379562044,0.255652590
20139,66414,0.166839378,0.063013699,0.160583942,0.162100730
20139,66402,0.001165803,0.000000000,0.000000000,0.001076684
20139,66856,0.015284974,0.008219178,0.007299270,0.014714679
20139,66871,0.001813472,0.000000000,0.000000000,0.001674841
20139,66095,0.000777202,0.000000000,0.000000000,0.000717789
20139,66510,0.052461140,0.095890411,0.029197080,0.053594928
20139,66543,0.048316062,0.030136986,0.032846715,0.047015193
20139,66524,0.107383420,0.032876712,0.072992701,0.103002752
20139,66868,0.003497409,0.000000000,0.000000000,0.003230051
20139,66537,0.087564767,0.027397260,0.040145985,0.083383180
20139,66409,0.001683938,0.000000000,0.000000000,0.001555210
20139,66413,0.118652850,0.169863014,0.116788321,0.120827850
20139,66528,0.040932642,0.010958904,0.072992701,0.040674722
20141,67623,0.077691958,0.078740157,0.000000000,0.076861167
20141,67485,0.008632440,0.000000000,0.000000000,0.007645875
20141,67474,0.049522944,0.003937008,0.033333333,0.044668008
20141,67658,0.001363017,0.000000000,0.000000000,0.001207243
20141,67648,0.005906406,0.000000000,0.000000000,0.005231388
20141,67437,0.303498410,0.322834646,0.300000000,0.305432596
20141,67473,0.415720127,0.570866142,0.500000000,0.432595573
20141,67651,0.119036801,0.023622047,0.166666667,0.109859155
20141,67649,0.010449796,0.000000000,0.000000000,0.009255533
20141,67673,0.006815084,0.000000000,0.000000000,0.006036217
20141,67675,0.001363017,0.000000000,0.000000000,0.001207243
20143,67422,0.200487296,0.108333333,0.000000000,0.190808241
20143,67466,0.014270797,0.004166667,0.000000000,0.013312203
20143,66901,0.000000000,0.004166667,0.000000000,0.000316957
20143,67418,0.001044205,0.000000000,0.000000000,0.000950872
20143,67436,0.114514445,0.033333333,0.071428571,0.107765452
20143,67455,0.003480682,0.000000000,0.000000000,0.003169572
20143,67432,0.006961364,0.000000000,0.000000000,0.006339144
20143,67467,0.478941873,0.800000000,0.809523810,0.507765452
20143,67445,0.001740341,0.000000000,0.000000000,0.001584786
20143,67480,0.032022276,0.004166667,0.000000000,0.029477021
20143,67470,0.001740341,0.000000000,0.000000000,0.001584786
20143,67401,0.013922729,0.000000000,0.047619048,0.013312203
20143,67458,0.002784546,0.000000000,0.000000000,0.002535658
20143,67484,0.128089105,0.045833333,0.071428571,0.121077655
20145,67547,0.001521607,0.000000000,0.000000000,0.001359065
20145,67574,0.016737675,0.006993007,0.009345794,0.015765154
20145,67557,0.001217285,0.000000000,0.000000000,0.001087252
20145,67575,0.000304321,0.000000000,0.000000000,0.000271813
20145,67567,0.015824711,0.003496503,0.009345794,0.014677902
20145,67550,0.873097991,0.940559441,0.943925234,0.880402283
20145,67529,0.036822885,0.010489510,0.028037383,0.034520250
20145,67523,0.054473524,0.038461538,0.009345794,0.051916282
20147,67664,0.052345343,0.014336918,0.019607843,0.048594132
20147,67639,0.038749150,0.025089606,0.039215686,0.037591687
20147,67646,0.121346023,0.021505376,0.019607843,0.111246944
20147,66951,0.014615908,0.003584229,0.000000000,0.013447433
20147,67628,0.000339905,0.000000000,0.000000000,0.000305623
20147,67661,0.617946975,0.867383513,0.823529412,0.642420538
20147,67647,0.046906866,0.010752688,0.000000000,0.043092910
20147,67644,0.046566961,0.025089606,0.058823529,0.044926650
20147,67621,0.061182869,0.032258065,0.039215686,0.058374083
20149,66427,0.001196053,0.000000000,0.000000000,0.001073249
20149,66549,0.071065484,0.022565321,0.071895425,0.067435829
20149,66521,0.070268115,0.051068884,0.039215686,0.067972453
20149,66520,0.029203628,0.027315914,0.006535948,0.028441105
20149,66432,0.018239809,0.008313539,0.009803922,0.017261426
20149,66536,0.126881292,0.160332542,0.287581699,0.133798408
20149,66502,0.176118808,0.388361045,0.166666667,0.191843306
20149,66540,0.000398684,0.000000000,0.000000000,0.000357750
20149,66547,0.343267218,0.298099762,0.392156863,0.341203828
20149,66535,0.133858268,0.022565321,0.019607843,0.122350416
20149,66422,0.015748031,0.003562945,0.003267974,0.014488865
20149,66407,0.013754610,0.017814727,0.003267974,0.013773366
20151,67124,0.841117598,0.937062937,0.961832061,0.853973450
20151,67066,0.020850709,0.000000000,0.007633588,0.018366976
20151,67059,0.002502085,0.001748252,0.000000000,0.002364066
20151,67021,0.008965805,0.015734266,0.007633588,0.009638116
20151,67065,0.007506255,0.000000000,0.000000000,0.006546645
20151,67028,0.025854879,0.003496503,0.007633588,0.023095108
20151,67557,0.001668057,0.000000000,0.000000000,0.001454810
20151,67134,0.034820684,0.019230769,0.015267176,0.032733224
20151,67576,0.000834028,0.000000000,0.000000000,0.000727405
20151,67583,0.047122602,0.019230769,0.000000000,0.043098745
20151,67035,0.008757298,0.003496503,0.000000000,0.008001455
20153,67701,0.009915014,0.000000000,0.000000000,0.008520998
20153,67739,0.083569405,0.028571429,0.053571429,0.076688984
20153,67730,0.686260623,0.925714286,0.946428571,0.720632988
20153,67749,0.002124646,0.000000000,0.000000000,0.001825928
20153,67744,0.092776204,0.022857143,0.000000000,0.082166768
20153,67745,0.125354108,0.022857143,0.000000000,0.110164334
20155,67512,0.000164837,0.000000000,0.000000000,0.000143410
20155,67581,0.008044044,0.001938736,0.001536098,0.007227879
20155,67585,0.000000000,0.000000000,0.000512033,0.000028682
20155,67025,0.001516500,0.000387747,0.000000000,0.001348057
20155,67566,0.008802295,0.003877472,0.004608295,0.008203069
20155,67546,0.000494511,0.000000000,0.000000000,0.000430231
20155,67502,0.375004121,0.184179915,0.481310804,0.366843539
20155,67522,0.027857449,0.010856921,0.016385049,0.025957264
20155,67543,0.030494841,0.015509888,0.010752688,0.028280511
20155,67020,0.004846207,0.002714230,0.000000000,0.004417037
20155,67578,0.000065935,0.000000000,0.000000000,0.000057364
20155,67568,0.004813240,0.001550989,0.001024066,0.004359673
20155,67501,0.409553951,0.682047305,0.399897593,0.429169654
20155,67561,0.023637622,0.005428461,0.006656426,0.021339452
20155,67035,0.000659348,0.000000000,0.000000000,0.000573641
20155,67505,0.042956516,0.069794494,0.071684588,0.046550982
20155,67579,0.003263772,0.001163242,0.000000000,0.002925570
20155,67108,0.006263805,0.003101978,0.000000000,0.005679048
20155,67510,0.004780272,0.000000000,0.001024066,0.004216263
20155,67514,0.013384762,0.003877472,0.002560164,0.012075147
20155,67570,0.019846372,0.005040713,0.001024066,0.017696831
20155,67583,0.012725415,0.008530438,0.001024066,0.011759644
20155,67068,0.000824185,0.000000000,0.000000000,0.000717051
20157,66960,0.039073806,0.003311258,0.015625000,0.035143770
20157,66966,0.104920405,0.062913907,0.062500000,0.100000000
20157,66949,0.000723589,0.003311258,0.000000000,0.000958466
20157,66964,0.045947902,0.000000000,0.015625000,0.040894569
20157,66939,0.110347323,0.112582781,0.015625000,0.108626198
20157,66930,0.039797395,0.019867550,0.015625000,0.037380192
20157,66938,0.002170767,0.000000000,0.000000000,0.001916933
20157,66901,0.003256151,0.000000000,0.000000000,0.002875399
20157,66935,0.533646889,0.764900662,0.812500000,0.561661342
20157,66940,0.065846599,0.026490066,0.015625000,0.061022364
20157,66948,0.000723589,0.000000000,0.000000000,0.000638978
20157,66961,0.003979740,0.006622517,0.000000000,0.004153355
20157,66959,0.049565847,0.000000000,0.046875000,0.044728435
20159,67561,0.000434877,0.000000000,0.000000000,0.000388048
20159,67457,0.090019569,0.079166667,0.080000000,0.088863019
20159,67502,0.002609263,0.000000000,0.000000000,0.002328289
20159,67524,0.041965645,0.027083333,0.080000000,0.041133101
20159,67554,0.458577952,0.600000000,0.440000000,0.471478463
20159,67491,0.004566210,0.000000000,0.000000000,0.004074505
20159,67444,0.052837573,0.022916667,0.040000000,0.049864183
20159,67573,0.015655577,0.002083333,0.013333333,0.014357780
20159,67427,0.043922592,0.033333333,0.026666667,0.042685293
20159,67459,0.000217439,0.000000000,0.000000000,0.000194024
20159,67579,0.263970428,0.229166667,0.306666667,0.261350407
20159,67526,0.002391824,0.002083333,0.000000000,0.002328289
20159,67512,0.011524244,0.004166667,0.013333333,0.010865347
20159,67546,0.011306806,0.000000000,0.000000000,0.010089251
20161,66449,0.012238788,0.000890359,0.001162791,0.009130675
20161,66548,0.000029350,0.000000000,0.000000000,0.000021234
20161,67447,0.001056586,0.000000000,0.000000000,0.000764429
20161,66517,0.020955623,0.000000000,0.000581395,0.015224869
20161,66503,0.227664945,0.044263546,0.071705426,0.179959230
20161,66502,0.592950223,0.221063343,0.543992248,0.525502187
20161,66531,0.018607654,0.003815823,0.001162791,0.014226865
20161,66514,0.000029350,0.000000000,0.000000000,0.000021234
20161,66554,0.008482038,0.001780717,0.000968992,0.006540111
20161,66505,0.026972294,0.048333757,0.000387597,0.027625600
20161,66506,0.000058699,0.677690155,0.024031008,0.115810931
20161,66442,0.089780465,0.002035106,0.356007752,0.104302034
20161,67432,0.000234797,0.000000000,0.000000000,0.000169873
20161,66411,0.000792440,0.000000000,0.000000000,0.000573321
20161,66933,0.000146748,0.000127194,0.000000000,0.000127405
20163,67659,0.000771010,0.000000000,0.000000000,0.000678426
20163,67642,0.001156515,0.000000000,0.000000000,0.001017639
20163,67675,0.051272167,0.003267974,0.020833333,0.045793758
20163,67657,0.031611411,0.006535948,0.020833333,0.028833107
20163,67661,0.000771010,0.000000000,0.000000000,0.000678426
20163,67669,0.377794911,0.431372549,0.541666667,0.386024423
20163,67663,0.498843485,0.555555556,0.395833333,0.503052917
20163,67646,0.001156515,0.000000000,0.000000000,0.001017639
20163,67632,0.021202776,0.000000000,0.020833333,0.018995929
20163,67651,0.015034695,0.003267974,0.000000000,0.013568521
20163,67639,0.000385505,0.000000000,0.000000000,0.000339213
20165,67565,0.074380165,0.100840336,0.038461538,0.075584557
20165,67575,0.160566706,0.126050420,0.115384615,0.157694399
20165,67556,0.110979929,0.050420168,0.038461538,0.106035889
20165,67553,0.036599764,0.067226891,0.038461538,0.038607939
20165,67559,0.021841795,0.000000000,0.076923077,0.021207178
20165,67567,0.002951594,0.008403361,0.000000000,0.003262643
20165,67548,0.407910272,0.470588235,0.461538462,0.412724307
20165,67513,0.034828808,0.008403361,0.076923077,0.033713975
20165,67520,0.119244392,0.151260504,0.115384615,0.121261555
20165,67511,0.028925620,0.016806723,0.038461538,0.028276237
20165,67521,0.001770956,0.000000000,0.000000000,0.001631321
20167,67649,0.029207232,0.014736842,0.032608696,0.027630947
20167,67481,0.001390821,0.000000000,0.000000000,0.001201346
20167,67634,0.022531293,0.000000000,0.010869565,0.019702066
20167,67648,0.085396384,0.035789474,0.021739130,0.078327727
20167,67626,0.015020862,0.010526316,0.010869565,0.014416146
20167,67544,0.000278164,0.000000000,0.000000000,0.000240269
20167,67673,0.020027816,0.006315789,0.000000000,0.018020183
20167,67665,0.770792768,0.932631579,0.891304348,0.791926958
20167,67658,0.008623088,0.000000000,0.010869565,0.007688611
20167,67490,0.008066759,0.000000000,0.010869565,0.007208073
20167,67640,0.038664812,0.000000000,0.010869565,0.033637674
20169,67425,0.010194065,0.002001334,0.000000000,0.009063444
20169,67416,0.018689119,0.005336891,0.005165289,0.016944700
20169,67464,0.000037756,0.000000000,0.000000000,0.000032839
20169,67470,0.009401193,0.002668446,0.006198347,0.008636543
20169,67401,0.870988447,0.793862575,0.982438017,0.866938132
20169,67442,0.003964359,0.000333556,0.001033058,0.003513727
20169,67402,0.055803066,0.186124083,0.001033058,0.066892158
20169,67456,0.009967530,0.005670447,0.001033058,0.009260476
20169,67484,0.001963301,0.000000000,0.000000000,0.001707605
20169,67480,0.003171487,0.000333556,0.000000000,0.002791278
20169,67448,0.015819678,0.003669113,0.003099174,0.014219099
20171,67863,0.021285305,0.003030303,0.000000000,0.018688293
20171,67851,0.001637331,0.000000000,0.000000000,0.001410437
20171,67850,0.005321326,0.003030303,0.000000000,0.004936530
20171,67871,0.971756038,0.993939394,1.000000000,0.974964739
20173,67203,0.064051258,0.063110243,0.074322704,0.064287230
20173,67214,0.034362829,0.074915675,0.066171182,0.038677733
20173,67067,0.003597597,0.002041541,0.000839127,0.003385079
20173,67135,0.002656941,0.000665720,0.000239751,0.002418959
20173,67052,0.014254241,0.006745961,0.006713018,0.013404914
20173,67213,0.043785893,0.054544648,0.063893551,0.045286872
20173,67211,0.041075319,0.058095154,0.054183649,0.042878891
