business_id,name,address,city,state,postal_code,latitude,longitude,phone_number
4068011047,"ZOES KITCHEN","1800 EAST FRANKLIN STREET","CHAPEL HILL",NC,27514,,,+19198839310
4068011049,"STARBUCKS @ TARGET","143 W FRANKLIN STREET","CHAPEL HILL",NC,27516,,,+19195904925
4068011050,"THE PURPLE BOWL","306 W FRANKLIN ST UNIT B","CHAPEL HILL",NC,27516,,,+19199038511
4068011051,"BABALU TAPAS & TACOS","1800 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19845288030
4068011052,"STONE AND LEAF","207 SOUTH RD","CHAPEL HILL",NC,27599,,,+19199625066
4068011053,"LOTSA STONE FIRE PIZZA","100 W FRANKLIN ST","CHAPEL HILL",NC,27516,,,+19193914100
4068011054,"PERENNIAL","403 W FRANKLIN ST","CHAPEL HILL",NC,27516,,,+19198697517
4068011055,"CAROLINA COFFEE SHOP","138 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19199426875
4068011056,"VOLUME HILLSBOROUGH","226 S CHURTON STREET","HILLSBOROUGH",NC,27878,,,+19198246589
4068011057,"ALS BURGER SHACK SOUTHERN VILLAGE","708 MARKET ST","CHAPEL HILL",NC,27517,,,+19199146694
4068011058,"LOOKING GLASS CAFE","601 MAIN ST UNIT C","CARRBORO",NC,27510,,,+19199679398
4068011059,"CAROLINA 1663 SHERATON CHAPEL HILL","1 EUROPA DR","CHAPEL HILL",NC,27517,,,+19199684900
4068011060,"GRAY SQUIRREL COFFEE CO","360 E MAIN ST UNIT 100","CARRBORO",NC,27510,,,
4068011063,"SAMANTHAS PUPUSAS RESTAURANT","117 CORNELIUS ST","HILLSBOROUGH",NC,27278,,,+19196857059
4068011064,"BURGER KING #16439","618 HAMPTON POINT BLVD","HILLSBOROUGH",NC,27278,,,+17039619999
4068011068,"AC HOTEL BY MARRIOTT","214 W ROSEMARY ST","CHAPEL HILL",NC,27516,,,+19199692800
4068011069,"FIREHOUSE SUBS","1726 FORDHAM BLVD UNIT 110","CHAPEL HILL",NC,27514,,,+19849994793
4068011071,"CLEAN JUICE","1800 E FRANKLIN ST UNIT 22","CHAPEL HILL",NC,27514,,,+19195905133
4068011072,"BONCHON","205 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19842340788
4068011073,"FUSION FISH","101 MEADOWMONT CIR UNIT 101","CHAPEL HILL",NC,27517,,,+19199038128
4068011074,"CARRBORO PIZZA OVEN","200 N GREENSBORO ST","CARRBORO",NC,27510,,,+19199047336
4068011075,"HIBACHI & COMPANY","153 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19199038428
4068011076,"MINGA RESTAURANT","1404 E FRANKLIN STREET","CHAPEL HILL",NC,27514,,,+19199331773
4068011077,"THE OAKLEAF RESTAURANT","300 E MAIN ST UNIT 160","CARRBORO",NC,27510,,,+19842345400
4068011078,"HEAVENLY BUFFALOES","407 W FRANKLIN ST","CHAPEL HILL",NC,27516,,,+19199146717
4068011079,"CAROLINA FRIENDS SCHOOL GYM KITCHEN","4809 FRIENDS SCHOOL RD","DURHAM",NC,27705,,,+19193836602
4068011080,"FRUTTA BOWLS","140 W FRANKLIN ST UNIT 120","CHAPEL HILL",NC,27278,,,+19849994427
4068011081,"GALLERY 71","121 N SCOTSWOOD BLVD","HILLSBOROUGH",NC,27278,,,+19197325569
4068011082,"J & F KITCHEN","155 MAYO ST","HILLSBOROUGH",NC,27278,,,+19192458463
4068011083,"CHA HOUSE","318 W FRANKLIN ST","CHAPEL HILL",NC,27516,,,+19859994580
4068011084,"HOPS BURGER BAR","140 W FRANKLIN ST UNIT 110","CHAPEL HILL",NC,27516,,,+19842343298
4068011085,"YAYA TEA","157 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19199146203
4068011086,"STEVES GARDEN MARKET AND BUTCHERY","610 N. CHURTON ST","HILLSBOROUGH",NC,27278,,,+19197324712
4068011087,"SHEETZ 647","1990 NC HIGHWAY 86S","HILLSOROUGH",NC,27278,,,+19842170026
4068011088,"QUICKLY","503 MEADOWMONT VILLAGE CIR","CHAPEL HILL",NC,27517,,,
4068011089,"MONTERREY MEXICAN GRILL","1722 FORDHAM BLVD","CHAPEL HILL",NC,27514,,,+19199698750
4068011090,"WOODEN NICKEL PUBLIC HOUSE","113 N CHURTON ST","HILLSBOROUGH",NC,27278,,,+19196432223
4068011091,"MIDICI","100 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19192407454
4068011092,"UNC FRIDAY CONFERENCE CENTER","100 FRIDAY CENTER DR","CHAPEL HILL",NC,27599,,,+19199623000
4068011094,"THE PIZZA PRESS","133 W FRANKLIN ST UNIT 120","CHAPEL HILL",NC,27514,,,+19842340081
4068011095,"2 JENNIES CAFE","6102 US HWY 70","MEBANE",NC,27302,,,
4068011096,"THE PIT CHAPEL HILL","462 W FRANKLIN ST","CHAPEL HILL",NC,27516,,,+19192405012
4068011097,"MEET FRESH","407 MEADOWMONT VILLAGE CIR","CHAPEL HILL",NC,27516,,,+19849994983
4068011098,"B GOOD RESTAURANT","133 W FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19842551455
4068011099,"PORT CITY JAVA","104 RIDGE RD","CHAPEL HILL",NC,27599,,,+19192806308
4068011100,"CAVA","79 S ELLIOTT ROAD","CHAPEL HILL",NC,27514,,,+19196365828
4068011101,"HIBACHI POKE","1808 MARTIN LUTHER KING JR BLVD","CHAPEL HILL",NC,27514,,,+19199146210
4068011102,"THE HOUSE AT GATEWOOD","300 US 70E","HILLSBOROUGH",NC,27278,,,+19192414083
4068011103,"MR TOKYO","1722 FORDHAM BLVD UNIT 105A","CHAPEL HILL",NC,27514,,,+19192404552
4068011104,"PHILLY STEAK FACTORY","431 W FRANKLIN ST  UNIT 120","CHAPEL HILL",NC,27516,,,+19199047004
4068011105,"WENDYS","375 S CHURTON ST","HILLSBOROUGH",NC,27278,,,+16202313390
4068011106,"CROOKS CORNER","610 W FRANKLIN ST","CHAPEL HILL",NC,27516,,,+19199297643
4068011107,"CURRY POINT","118 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19199039000
4068011108,"THE AGORA AT GRANVILLE TOWERS","2100 GRANVILLE TOWERS SOUTH","CHAPEL HILL",NC,27514,,,+19193704525
4068011109,"HAW RIVER GRILL","261 S ELLIOTT RD","CHAPEL HILL",NC,27514,,,+19194020230
4068011110,"SALS PIZZA RISTORANTE","2805 HOMESTEAD RD","CHAPEL HILL",NC,27514,,,+19199325125
